timestamp,tool_id,pad_hours,retaining_ring_hours,platen_motor_current,carrier_motor_current,slurry_flow_rate,downforce_pressure,vibration,temperature_c,alarm_count,wafer_removal_rate,process_drift_nm,maintenance_event,maintenance_state
2026-02-05 20:00:00,CMP-01,449.48,291.07,22.77,15.64,182.07,4.212,0.872,23.94,0,89.89,20.27,0,maintenance_needed
2026-02-05 21:00:00,CMP-01,447.38,287.58,22.75,15.01,182.44,4.266,0.928,25.16,1,91.38,18.73,0,maintenance_needed
2026-02-05 22:00:00,CMP-01,446.1,290.41,24.2,16.22,188.85,4.172,0.899,23.43,0,89.94,20.14,0,maintenance_needed
2026-02-05 23:00:00,CMP-01,447.85,290.7,21.1,16.12,191.17,4.174,0.929,23.94,0,89.8,20.32,0,maintenance_needed
2026-02-06 00:00:00,CMP-01,449.59,292.44,23.87,15.69,181.3,4.16,0.917,23.61,0,90.2,19.96,0,maintenance_needed
2026-02-06 01:00:00,CMP-01,452.18,291.36,25.06,15.04,193.48,4.146,1.024,25.49,1,90.24,19.99,0,maintenance_needed
2026-02-06 02:00:00,CMP-01,450.12,292.97,23.2,15.61,192.59,4.107,0.906,23.42,1,92.56,17.62,0,maintenance_needed
2026-02-06 03:00:00,CMP-01,448.87,292.55,23.13,15.71,185.32,4.153,0.829,23.81,1,92.59,17.56,0,maintenance_needed
2026-02-06 04:00:00,CMP-01,452.5,295.29,23.82,14.63,184.61,4.074,0.94,25.06,2,90.89,19.34,0,maintenance_needed
2026-02-06 05:00:00,CMP-01,454.03,295.22,24.73,15.5,186.0,4.227,0.938,24.79,0,91.11,19.16,0,maintenance_needed
2026-02-06 06:00:00,CMP-01,455.2,295.56,22.35,15.74,190.1,4.07,0.949,26.12,1,91.27,19.03,0,maintenance_needed
2026-02-06 07:00:00,CMP-01,458.37,296.84,23.44,15.49,184.3,4.362,0.871,25.92,1,90.6,19.77,0,maintenance_needed
2026-02-06 08:00:00,CMP-01,457.57,296.75,23.21,16.29,181.49,4.332,1.003,25.09,1,90.86,19.49,0,maintenance_needed
2026-02-06 09:00:00,CMP-01,459.46,295.84,23.85,16.1,187.09,4.285,0.951,25.16,1,91.45,18.95,0,maintenance_needed
2026-02-06 10:00:00,CMP-01,457.02,299.06,23.47,14.84,177.71,4.18,0.944,23.45,0,89.92,20.42,0,maintenance_needed
2026-02-06 11:00:00,CMP-01,461.56,299.35,23.98,15.48,186.05,4.15,0.881,24.13,1,89.99,20.46,0,maintenance_needed
2026-02-06 12:00:00,CMP-01,464.77,299.47,23.19,14.95,189.78,4.294,0.99,24.54,0,90.42,20.11,0,maintenance_needed
2026-02-06 13:00:00,CMP-01,463.39,301.48,23.53,15.78,186.52,4.211,0.96,24.63,1,91.7,18.8,0,maintenance_needed
2026-02-06 14:00:00,CMP-01,463.46,302.41,22.96,14.91,188.41,4.241,1.029,23.83,0,90.49,20.01,0,maintenance_needed
2026-02-06 15:00:00,CMP-01,464.28,300.29,22.98,16.0,187.17,4.139,0.945,24.13,0,92.42,18.09,0,maintenance_needed
2026-02-06 16:00:00,CMP-01,468.22,301.31,23.49,15.74,187.69,4.281,0.915,24.24,0,90.38,20.23,0,maintenance_needed
2026-02-06 17:00:00,CMP-01,464.33,304.76,23.4,16.03,185.77,4.133,0.972,25.47,0,92.21,18.3,0,maintenance_needed
2026-02-06 18:00:00,CMP-01,466.8,305.25,22.63,15.4,181.61,4.205,0.927,25.07,1,88.91,21.67,0,maintenance_needed
2026-02-06 19:00:00,CMP-01,468.83,303.31,24.88,14.64,183.81,4.058,0.998,24.59,0,89.53,21.09,0,maintenance_needed
2026-02-06 20:00:00,CMP-01,470.34,303.43,23.55,16.59,184.26,4.144,0.929,24.64,0,90.79,19.87,0,maintenance_needed
2026-02-06 21:00:00,CMP-01,469.21,304.73,22.52,15.41,189.71,4.236,0.972,25.01,3,91.29,19.33,0,maintenance_needed
2026-02-06 22:00:00,CMP-01,471.55,305.55,24.56,16.38,190.93,4.16,0.973,24.37,0,90.55,20.13,0,maintenance_needed
2026-02-06 23:00:00,CMP-01,471.5,304.9,23.08,15.81,186.11,4.161,0.983,24.66,2,92.61,18.08,0,maintenance_needed
2026-02-07 00:00:00,CMP-01,473.22,307.49,24.13,15.98,181.24,4.259,0.964,23.71,0,89.94,20.78,0,maintenance_needed
2026-02-07 01:00:00,CMP-01,473.76,306.56,23.72,16.68,181.27,4.19,0.951,25.32,3,90.16,20.58,0,maintenance_needed
2026-02-07 02:00:00,CMP-01,472.95,307.3,23.92,15.78,183.53,4.295,0.985,25.5,0,89.43,21.29,0,maintenance_needed
2026-02-07 03:00:00,CMP-01,-0.04,1.1,18.14,12.84,215.56,4.003,0.317,22.24,0,107.32,2.32,1,normal
2026-02-07 04:00:00,CMP-01,2.58,-0.17,17.54,11.11,211.34,4.241,0.353,22.32,0,106.1,1.1,0,normal
2026-02-07 05:00:00,CMP-01,0.26,1.21,18.03,12.52,209.78,4.236,0.332,22.24,0,105.48,0.48,0,normal
2026-02-07 06:00:00,CMP-01,2.57,2.7,19.63,11.85,206.94,4.073,0.236,23.37,0,102.98,2.02,0,normal
2026-02-07 07:00:00,CMP-01,5.2,3.58,16.21,11.92,213.53,4.093,0.342,22.14,0,105.72,0.72,0,normal
2026-02-07 08:00:00,CMP-01,3.07,2.85,18.05,12.01,211.16,4.266,0.413,21.11,0,104.61,0.39,0,normal
2026-02-07 09:00:00,CMP-01,6.33,3.95,18.35,12.21,209.8,4.111,0.36,21.3,0,105.46,0.46,0,normal
2026-02-07 10:00:00,CMP-01,5.09,3.56,17.16,12.99,210.41,4.145,0.374,22.48,0,106.08,1.08,0,normal
2026-02-07 11:00:00,CMP-01,10.04,7.3,16.9,10.89,216.75,4.244,0.367,22.71,0,104.75,0.25,0,normal
2026-02-07 12:00:00,CMP-01,13.16,6.63,19.73,12.03,209.36,4.169,0.322,22.52,0,105.23,0.23,0,normal
2026-02-07 13:00:00,CMP-01,13.64,5.18,17.7,11.57,216.75,4.234,0.28,22.56,0,106.55,1.55,0,normal
2026-02-07 14:00:00,CMP-01,10.61,7.15,19.66,12.7,214.97,4.127,0.384,22.12,0,105.62,0.62,0,normal
2026-02-07 15:00:00,CMP-01,13.33,8.66,18.43,11.75,210.21,4.219,0.396,21.0,1,104.69,0.31,0,normal
2026-02-07 16:00:00,CMP-01,13.22,9.03,18.06,12.27,213.54,4.282,0.373,21.52,0,104.15,0.85,0,normal
2026-02-07 17:00:00,CMP-01,14.18,11.3,18.38,11.76,209.5,4.222,0.366,20.79,0,104.26,0.74,0,normal
2026-02-07 18:00:00,CMP-01,17.79,11.4,18.51,12.4,206.69,4.021,0.364,21.74,0,103.37,1.63,0,normal
2026-02-07 19:00:00,CMP-01,13.63,9.75,18.94,12.61,208.93,4.248,0.344,21.08,0,106.04,1.04,0,normal
2026-02-07 20:00:00,CMP-01,18.9,10.94,18.35,11.76,206.37,4.2,0.358,22.06,0,104.86,0.14,0,normal
2026-02-07 21:00:00,CMP-01,17.91,10.16,18.12,12.03,212.05,4.124,0.346,21.88,0,103.86,1.14,0,normal
2026-02-07 22:00:00,CMP-01,21.54,12.65,18.14,11.15,210.06,4.307,0.361,20.69,0,105.04,0.04,0,normal
2026-02-07 23:00:00,CMP-01,20.34,13.18,19.08,12.18,212.27,4.057,0.299,22.49,0,103.79,1.21,0,normal
2026-02-08 00:00:00,CMP-01,19.79,16.89,18.65,12.51,213.31,4.345,0.315,22.51,0,101.67,3.33,0,normal
2026-02-08 01:00:00,CMP-01,22.5,14.42,17.2,11.67,197.52,4.145,0.373,21.06,0,105.37,0.37,0,normal
2026-02-08 02:00:00,CMP-01,24.32,12.44,17.49,12.67,211.25,4.321,0.329,22.09,0,106.43,1.43,0,normal
2026-02-08 03:00:00,CMP-01,24.06,14.79,18.26,10.76,202.79,4.192,0.228,22.48,0,102.83,2.17,0,normal
2026-02-08 04:00:00,CMP-01,25.88,16.38,17.5,10.89,210.67,4.09,0.351,21.8,0,104.3,0.7,0,normal
2026-02-08 05:00:00,CMP-01,25.06,15.39,17.7,11.17,206.49,4.203,0.235,22.57,0,104.98,0.02,0,normal
2026-02-08 06:00:00,CMP-01,23.16,16.51,17.24,11.71,210.42,4.222,0.437,22.12,0,104.65,0.35,0,normal
2026-02-08 07:00:00,CMP-01,29.62,17.76,17.79,12.01,215.46,4.239,0.38,22.72,0,104.53,0.47,0,normal
2026-02-08 08:00:00,CMP-01,30.26,19.26,18.34,11.95,203.17,4.28,0.378,22.12,0,103.92,1.08,0,normal
2026-02-08 09:00:00,CMP-01,30.27,19.3,18.8,11.96,210.76,4.124,0.313,21.88,0,104.83,0.17,0,normal
2026-02-08 10:00:00,CMP-01,31.12,19.08,18.01,12.43,209.69,4.235,0.291,22.34,0,104.4,0.6,0,normal
2026-02-08 11:00:00,CMP-01,33.87,21.75,19.66,11.72,202.43,4.254,0.335,22.52,0,104.66,0.34,0,normal
2026-02-08 12:00:00,CMP-01,32.18,20.8,17.94,11.24,212.59,4.174,0.346,22.16,0,104.99,0.01,0,normal
2026-02-08 13:00:00,CMP-01,32.73,21.5,20.55,11.25,210.14,4.121,0.308,21.69,0,104.21,0.79,0,normal
2026-02-08 14:00:00,CMP-01,34.66,21.09,18.8,13.27,207.97,4.119,0.353,21.46,0,104.9,0.1,0,normal
2026-02-08 15:00:00,CMP-01,38.14,22.46,18.4,10.59,207.11,4.255,0.378,21.74,0,102.97,2.03,0,normal
2026-02-08 16:00:00,CMP-01,34.5,24.83,17.6,11.89,222.85,4.259,0.374,21.61,0,107.66,2.66,0,normal
2026-02-08 17:00:00,CMP-01,40.15,22.76,15.74,12.87,208.42,4.13,0.295,22.13,0,102.99,2.01,0,normal
2026-02-08 18:00:00,CMP-01,37.85,25.26,17.88,12.29,202.8,4.089,0.241,22.11,0,104.37,0.63,0,normal
2026-02-08 19:00:00,CMP-01,38.02,26.86,18.14,11.5,206.28,4.294,0.345,21.94,0,105.11,0.11,0,normal
2026-02-08 20:00:00,CMP-01,43.27,26.2,19.54,12.0,208.53,4.072,0.314,21.99,0,105.37,0.37,0,normal
2026-02-08 21:00:00,CMP-01,41.83,27.59,16.9,12.52,208.46,4.208,0.367,22.11,1,105.2,0.2,0,normal
2026-02-08 22:00:00,CMP-01,40.66,26.61,19.52,12.72,209.68,4.131,0.424,23.05,0,106.4,1.4,0,normal
2026-02-08 23:00:00,CMP-01,43.35,30.17,17.8,11.46,205.81,4.056,0.424,22.8,0,103.46,1.54,0,normal
2026-02-09 00:00:00,CMP-01,46.68,30.57,18.58,12.46,212.17,4.205,0.359,21.6,0,105.13,0.13,0,normal
2026-02-09 01:00:00,CMP-01,48.15,30.18,15.97,12.15,208.06,4.18,0.399,22.28,0,105.04,0.04,0,normal
2026-02-09 02:00:00,CMP-01,46.23,28.44,18.11,12.66,204.56,4.31,0.424,21.77,0,104.05,0.95,0,normal
2026-02-09 03:00:00,CMP-01,48.73,29.94,17.73,12.83,206.74,4.376,0.348,21.93,0,104.12,0.88,0,normal
2026-02-09 04:00:00,CMP-01,50.29,33.02,18.55,11.79,208.46,4.181,0.359,21.83,0,106.33,1.33,0,normal
2026-02-09 05:00:00,CMP-01,48.84,34.56,18.07,11.13,213.39,4.277,0.386,21.57,0,104.52,0.48,0,normal
2026-02-09 06:00:00,CMP-01,51.64,33.51,17.09,12.24,211.94,4.279,0.344,21.07,0,104.66,0.34,0,normal
2026-02-09 07:00:00,CMP-01,51.94,35.3,18.76,13.07,208.65,4.154,0.322,20.33,0,104.62,0.38,0,normal
2026-02-09 08:00:00,CMP-01,52.04,33.72,18.56,12.41,210.08,4.127,0.31,22.12,0,104.8,0.2,0,normal
2026-02-09 09:00:00,CMP-01,53.11,34.87,18.48,12.14,210.86,4.324,0.346,22.79,0,105.28,0.28,0,normal
2026-02-09 10:00:00,CMP-01,55.12,35.75,18.81,13.44,218.15,4.166,0.316,21.38,0,105.45,0.45,0,normal
2026-02-09 11:00:00,CMP-01,56.05,36.91,18.88,11.38,207.53,4.193,0.384,22.33,0,105.24,0.24,0,normal
2026-02-09 12:00:00,CMP-01,55.98,35.22,17.98,12.54,211.87,4.172,0.33,21.73,0,105.33,0.33,0,normal
2026-02-09 13:00:00,CMP-01,57.23,38.83,16.91,11.66,212.91,4.185,0.416,22.18,0,105.79,0.79,0,normal
2026-02-09 14:00:00,CMP-01,61.0,39.94,16.89,12.03,206.19,4.147,0.404,21.44,0,106.23,1.23,0,normal
2026-02-09 15:00:00,CMP-01,60.38,37.62,19.08,12.05,210.76,4.255,0.287,21.83,0,104.16,0.84,0,normal
2026-02-09 16:00:00,CMP-01,62.59,38.02,18.57,12.91,210.65,4.296,0.398,21.91,1,106.9,1.9,0,normal
2026-02-09 17:00:00,CMP-01,64.16,40.72,18.08,11.44,208.12,4.166,0.327,20.38,1,104.38,0.62,0,normal
2026-02-09 18:00:00,CMP-01,64.06,40.16,17.65,11.68,212.27,4.086,0.411,22.13,0,105.94,0.94,0,normal
2026-02-09 19:00:00,CMP-01,68.09,38.76,18.03,11.04,214.11,4.2,0.37,21.89,0,105.53,0.53,0,normal
2026-02-09 20:00:00,CMP-01,63.51,43.22,18.02,12.29,214.52,4.077,0.344,20.31,0,105.06,0.06,0,normal
2026-02-09 21:00:00,CMP-01,67.46,43.09,17.73,11.73,209.23,4.145,0.378,22.43,0,102.81,2.19,0,normal
2026-02-09 22:00:00,CMP-01,66.43,42.98,17.44,12.25,210.76,4.293,0.319,21.96,0,106.86,1.86,0,normal
2026-02-09 23:00:00,CMP-01,71.34,46.74,19.73,11.36,219.4,4.38,0.362,22.12,0,104.95,0.05,0,normal
2026-02-10 00:00:00,CMP-01,72.06,45.02,18.18,11.78,205.59,4.225,0.365,22.23,1,103.81,1.19,0,normal
2026-02-10 01:00:00,CMP-01,66.48,44.6,17.52,12.62,210.89,4.111,0.339,21.7,0,106.26,1.26,0,normal
2026-02-10 02:00:00,CMP-01,69.26,46.27,16.96,11.9,213.56,4.258,0.365,21.26,0,105.39,0.39,0,normal
2026-02-10 03:00:00,CMP-01,73.2,45.55,17.42,12.38,210.6,4.017,0.299,21.68,0,107.16,2.16,0,normal
2026-02-10 04:00:00,CMP-01,74.42,46.54,18.58,12.32,212.62,4.14,0.373,21.7,0,107.08,2.08,0,normal
2026-02-10 05:00:00,CMP-01,75.33,48.56,18.61,11.79,210.69,4.317,0.289,23.49,0,105.86,0.86,0,normal
2026-02-10 06:00:00,CMP-01,74.87,48.08,17.83,11.06,213.01,4.255,0.376,23.23,0,105.54,0.54,0,normal
2026-02-10 07:00:00,CMP-01,76.82,48.86,18.04,12.59,215.13,4.086,0.369,21.65,0,106.27,1.27,0,normal
2026-02-10 08:00:00,CMP-01,78.18,52.05,17.76,12.1,209.11,4.063,0.38,21.7,0,103.51,1.49,0,normal
2026-02-10 09:00:00,CMP-01,77.86,51.73,17.11,12.59,210.79,4.264,0.32,22.2,0,105.28,0.28,0,normal
2026-02-10 10:00:00,CMP-01,80.85,52.31,19.04,10.79,209.78,4.192,0.491,22.37,0,105.17,0.17,0,normal
2026-02-10 11:00:00,CMP-01,75.93,52.63,18.3,11.01,208.39,4.148,0.336,21.52,0,104.38,0.62,0,normal
2026-02-10 12:00:00,CMP-01,82.14,53.23,19.98,10.71,209.92,4.228,0.354,21.31,0,105.3,0.3,0,normal
2026-02-10 13:00:00,CMP-01,80.14,55.05,17.4,11.47,205.47,4.15,0.311,23.29,0,103.06,1.94,0,normal
2026-02-10 14:00:00,CMP-01,84.73,53.93,17.89,12.63,212.98,4.043,0.415,22.7,0,106.25,1.25,0,normal
2026-02-10 15:00:00,CMP-01,83.59,56.83,18.71,12.34,216.81,4.26,0.324,20.93,0,106.98,1.98,0,normal
2026-02-10 16:00:00,CMP-01,83.4,54.11,17.8,11.98,216.82,4.144,0.394,20.79,0,104.15,0.85,0,normal
2026-02-10 17:00:00,CMP-01,86.67,55.59,16.89,12.08,215.1,4.116,0.302,21.42,0,105.59,0.59,0,normal
2026-02-10 18:00:00,CMP-01,85.36,54.9,17.24,12.46,206.14,4.089,0.362,22.13,0,106.41,1.41,0,normal
2026-02-10 19:00:00,CMP-01,86.36,56.79,18.08,11.82,216.08,4.215,0.329,22.35,0,105.97,0.97,0,normal
2026-02-10 20:00:00,CMP-01,86.18,58.47,18.27,12.24,207.14,4.131,0.391,21.75,0,103.67,1.33,0,normal
2026-02-10 21:00:00,CMP-01,89.95,60.24,17.92,12.08,209.79,4.245,0.333,20.89,0,103.93,1.07,0,normal
2026-02-10 22:00:00,CMP-01,91.89,58.35,18.8,10.69,217.38,4.174,0.306,22.13,0,106.55,1.55,0,normal
2026-02-10 23:00:00,CMP-01,93.84,59.81,18.79,11.77,205.71,4.282,0.369,22.39,0,106.69,1.69,0,normal
2026-02-11 00:00:00,CMP-01,92.74,60.02,18.26,12.82,213.37,4.165,0.29,21.98,0,104.1,0.9,0,normal
2026-02-11 01:00:00,CMP-01,95.89,60.21,18.02,11.76,211.13,4.143,0.302,21.64,0,105.15,0.15,0,normal
2026-02-11 02:00:00,CMP-01,95.03,60.32,17.8,11.91,209.39,4.039,0.384,22.37,0,104.13,0.87,0,normal
2026-02-11 03:00:00,CMP-01,95.83,62.47,18.44,11.64,206.5,4.108,0.258,21.94,0,104.43,0.57,0,normal
2026-02-11 04:00:00,CMP-01,98.03,60.97,18.74,11.71,211.69,4.253,0.383,21.22,0,105.5,0.5,0,normal
2026-02-11 05:00:00,CMP-01,99.91,63.83,18.05,12.67,208.14,4.439,0.328,22.04,0,104.83,0.17,0,normal
2026-02-11 06:00:00,CMP-01,98.39,64.38,18.36,11.84,214.18,4.096,0.304,21.1,0,104.61,0.39,0,normal
2026-02-11 07:00:00,CMP-01,99.56,64.21,17.74,11.39,214.9,4.113,0.359,22.63,0,107.72,2.72,0,normal
2026-02-11 08:00:00,CMP-01,100.71,64.44,16.87,10.13,204.48,4.222,0.377,22.3,0,104.41,0.59,0,normal
2026-02-11 09:00:00,CMP-01,102.15,64.64,17.2,11.66,207.98,4.234,0.32,21.3,0,104.66,0.34,0,normal
2026-02-11 10:00:00,CMP-01,101.38,69.2,18.61,10.82,208.72,4.142,0.339,22.12,0,106.13,1.13,0,normal
2026-02-11 11:00:00,CMP-01,105.85,65.99,18.36,10.91,205.27,4.202,0.385,22.83,0,104.66,0.34,0,normal
2026-02-11 12:00:00,CMP-01,104.28,70.12,19.27,12.48,205.53,4.068,0.383,20.52,0,104.44,0.56,0,normal
2026-02-11 13:00:00,CMP-01,106.83,69.62,18.04,12.43,210.35,4.172,0.345,21.88,0,106.09,1.09,0,normal
2026-02-11 14:00:00,CMP-01,105.51,69.11,18.69,10.85,209.17,4.267,0.311,23.1,0,103.83,1.17,0,normal
2026-02-11 15:00:00,CMP-01,108.65,68.81,19.06,12.51,203.39,4.326,0.303,20.92,1,105.31,0.31,0,normal
2026-02-11 16:00:00,CMP-01,109.7,72.1,18.8,12.28,207.85,4.182,0.32,21.87,0,105.98,0.98,0,normal
2026-02-11 17:00:00,CMP-01,109.24,73.58,17.51,11.53,212.08,4.175,0.38,21.01,0,105.91,0.91,0,normal
2026-02-11 18:00:00,CMP-01,114.64,71.03,17.85,12.44,205.18,4.232,0.375,21.93,0,104.44,0.56,0,normal
2026-02-11 19:00:00,CMP-01,112.67,72.44,18.1,11.02,206.31,4.284,0.362,20.34,0,104.72,0.28,0,normal
2026-02-11 20:00:00,CMP-01,116.2,74.71,17.21,11.28,216.35,4.234,0.414,20.87,0,103.66,1.34,0,normal
2026-02-11 21:00:00,CMP-01,115.73,74.5,18.38,11.14,215.27,4.136,0.334,21.61,0,105.3,0.3,0,normal
2026-02-11 22:00:00,CMP-01,113.81,77.15,18.82,11.33,203.52,4.224,0.33,22.07,1,104.82,0.18,0,normal
2026-02-11 23:00:00,CMP-01,115.31,74.72,17.62,12.53,204.6,4.273,0.33,22.24,0,105.54,0.54,0,normal
2026-02-12 00:00:00,CMP-01,117.78,76.7,19.58,11.2,211.51,4.139,0.438,22.27,0,105.3,0.3,0,normal
2026-02-12 01:00:00,CMP-01,118.11,75.2,17.77,11.31,205.23,4.089,0.251,22.76,0,104.22,0.78,0,normal
2026-02-12 02:00:00,CMP-01,119.09,79.87,17.84,11.43,208.99,4.236,0.362,22.46,1,104.03,0.97,0,normal
2026-02-12 03:00:00,CMP-01,119.48,77.12,17.81,12.12,208.19,4.225,0.369,22.48,0,104.83,0.17,0,normal
2026-02-12 04:00:00,CMP-01,117.74,76.0,17.43,11.8,212.24,4.273,0.351,21.31,0,105.35,0.35,0,normal
2026-02-12 05:00:00,CMP-01,121.59,79.15,18.33,12.52,199.89,4.203,0.459,21.87,0,105.53,0.53,0,normal
2026-02-12 06:00:00,CMP-01,119.01,79.78,18.02,11.57,201.19,4.144,0.404,24.16,0,104.33,0.67,0,normal
2026-02-12 07:00:00,CMP-01,124.67,82.9,19.33,11.23,205.1,4.161,0.385,23.53,1,104.08,0.92,0,normal
2026-02-12 08:00:00,CMP-01,123.69,80.84,18.49,11.7,214.06,4.114,0.306,22.55,0,105.23,0.23,0,normal
2026-02-12 09:00:00,CMP-01,124.71,81.88,18.43,12.02,209.38,4.12,0.372,22.49,0,104.45,0.55,0,normal
2026-02-12 10:00:00,CMP-01,126.61,83.26,17.82,11.44,203.17,4.151,0.331,22.66,1,104.22,0.78,0,normal
2026-02-12 11:00:00,CMP-01,128.49,85.1,16.87,12.16,211.97,4.157,0.351,21.7,0,102.77,2.23,0,normal
2026-02-12 12:00:00,CMP-01,126.42,83.77,17.93,13.09,212.83,4.284,0.358,23.32,0,103.51,1.49,0,normal
2026-02-12 13:00:00,CMP-01,126.85,85.75,17.32,11.65,209.02,4.098,0.326,21.72,0,103.64,1.36,0,normal
2026-02-12 14:00:00,CMP-01,129.08,85.77,18.76,12.02,208.68,4.192,0.378,21.92,0,105.42,0.42,0,normal
2026-02-12 15:00:00,CMP-01,128.32,85.44,17.98,12.81,211.75,4.149,0.426,23.47,0,105.08,0.08,0,normal
2026-02-12 16:00:00,CMP-01,131.26,86.54,19.33,11.61,214.84,4.314,0.398,20.55,0,105.57,0.57,0,normal
2026-02-12 17:00:00,CMP-01,136.86,87.13,18.59,11.49,210.61,4.217,0.359,22.23,0,106.33,1.33,0,normal
2026-02-12 18:00:00,CMP-01,133.1,86.65,18.67,11.34,212.13,4.166,0.258,20.8,0,104.06,0.94,0,normal
2026-02-12 19:00:00,CMP-01,137.17,89.86,18.18,12.23,209.81,4.261,0.4,21.53,0,106.25,1.25,0,normal
2026-02-12 20:00:00,CMP-01,134.53,87.39,18.17,12.3,208.47,4.201,0.4,21.92,0,105.32,0.32,0,normal
2026-02-12 21:00:00,CMP-01,138.54,91.11,18.52,11.9,206.34,4.158,0.34,21.74,0,103.95,1.05,0,normal
2026-02-12 22:00:00,CMP-01,138.42,91.5,18.74,12.02,211.03,4.318,0.327,22.1,0,106.72,1.72,0,normal
2026-02-12 23:00:00,CMP-01,139.89,90.89,17.43,12.75,208.8,4.253,0.38,21.45,0,103.37,1.63,0,normal
2026-02-13 00:00:00,CMP-01,142.02,90.73,18.39,12.51,209.03,4.334,0.311,21.91,0,103.72,1.28,0,normal
2026-02-13 01:00:00,CMP-01,145.16,92.03,20.1,11.15,213.72,4.288,0.387,21.16,0,105.09,0.09,0,normal
2026-02-13 02:00:00,CMP-01,143.35,93.52,17.93,11.98,211.95,4.258,0.298,21.71,0,105.62,0.62,0,normal
2026-02-13 03:00:00,CMP-01,144.22,94.49,17.8,12.05,213.48,4.207,0.306,21.02,0,105.09,0.09,0,normal
2026-02-13 04:00:00,CMP-01,143.25,94.59,17.45,12.42,203.7,4.11,0.35,22.43,0,102.19,2.81,0,normal
2026-02-13 05:00:00,CMP-01,147.05,96.09,16.84,11.85,212.23,4.253,0.281,21.09,0,104.87,0.13,0,normal
2026-02-13 06:00:00,CMP-01,146.56,94.88,18.95,11.6,207.64,4.202,0.349,22.46,0,104.74,0.26,0,normal
2026-02-13 07:00:00,CMP-01,149.5,96.48,18.05,11.71,206.77,4.25,0.374,21.69,0,107.53,2.53,0,normal
2026-02-13 08:00:00,CMP-01,148.92,94.97,18.24,10.92,206.59,4.196,0.287,21.77,0,106.24,1.24,0,normal
2026-02-13 09:00:00,CMP-01,153.13,98.42,19.48,11.97,214.85,4.141,0.393,22.79,0,105.54,0.54,0,normal
2026-02-13 10:00:00,CMP-01,147.43,98.33,20.01,11.63,213.31,4.116,0.323,22.05,0,104.1,0.9,0,normal
2026-02-13 11:00:00,CMP-01,151.47,98.3,17.29,12.26,207.13,4.252,0.375,20.67,0,105.16,0.16,0,normal
2026-02-13 12:00:00,CMP-01,154.59,100.84,18.84,11.37,205.45,4.299,0.359,22.32,1,103.39,1.61,0,normal
2026-02-13 13:00:00,CMP-01,153.37,100.93,18.5,11.72,210.05,4.174,0.328,19.98,0,105.24,0.24,0,normal
2026-02-13 14:00:00,CMP-01,153.57,97.37,18.32,11.39,208.16,4.233,0.325,22.16,0,105.27,0.27,0,normal
2026-02-13 15:00:00,CMP-01,155.52,101.45,18.38,11.34,216.64,4.306,0.269,21.7,0,105.11,0.11,0,normal
2026-02-13 16:00:00,CMP-01,154.52,100.3,17.98,12.4,204.15,4.13,0.317,21.01,0,104.82,0.18,0,normal
2026-02-13 17:00:00,CMP-01,158.21,103.98,19.27,11.7,202.68,4.169,0.313,22.03,0,104.07,0.93,0,normal
2026-02-13 18:00:00,CMP-01,163.39,106.34,18.49,12.25,208.98,4.108,0.427,21.77,0,104.32,0.68,0,normal
2026-02-13 19:00:00,CMP-01,162.06,103.38,18.28,11.31,210.04,4.29,0.397,23.37,0,106.69,1.69,0,normal
2026-02-13 20:00:00,CMP-01,159.0,104.74,19.0,12.04,210.53,4.217,0.285,21.68,0,105.69,0.69,0,normal
2026-02-13 21:00:00,CMP-01,160.43,105.0,18.72,10.96,213.01,4.16,0.387,23.32,0,104.93,0.07,0,normal
2026-02-13 22:00:00,CMP-01,162.27,106.37,18.37,11.69,218.29,4.065,0.36,22.94,0,104.85,0.15,0,normal
2026-02-13 23:00:00,CMP-01,165.81,107.37,18.26,11.68,208.63,4.182,0.332,21.56,0,105.1,0.1,0,normal
2026-02-14 00:00:00,CMP-01,163.52,108.79,19.41,12.33,207.82,4.276,0.371,21.41,0,105.46,0.46,0,normal
2026-02-14 01:00:00,CMP-01,164.76,106.72,18.41,12.08,202.96,4.173,0.387,22.89,0,105.38,0.38,0,normal
2026-02-14 02:00:00,CMP-01,168.59,110.44,17.93,11.87,210.97,4.163,0.323,21.88,0,106.7,1.7,0,normal
2026-02-14 03:00:00,CMP-01,169.56,108.08,17.32,12.48,213.41,4.248,0.337,22.09,0,105.79,0.79,0,normal
2026-02-14 04:00:00,CMP-01,168.33,110.18,17.73,12.09,208.96,4.099,0.357,21.8,0,103.72,1.28,0,normal
2026-02-14 05:00:00,CMP-01,167.99,111.89,17.16,12.3,214.72,4.201,0.304,21.14,0,107.6,2.6,0,normal
2026-02-14 06:00:00,CMP-01,168.21,112.01,18.09,12.43,210.12,4.244,0.358,21.72,0,106.29,1.29,0,normal
2026-02-14 07:00:00,CMP-01,170.74,110.67,18.21,11.93,216.06,4.135,0.346,21.31,0,106.4,1.4,0,normal
2026-02-14 08:00:00,CMP-01,168.99,111.61,16.36,11.8,211.33,4.131,0.318,20.92,0,106.58,1.58,0,normal
2026-02-14 09:00:00,CMP-01,175.35,112.55,18.02,12.17,205.77,4.217,0.31,21.78,0,103.06,1.94,0,normal
2026-02-14 10:00:00,CMP-01,173.87,113.69,18.52,11.72,207.45,4.189,0.364,23.22,0,104.41,0.59,0,normal
2026-02-14 11:00:00,CMP-01,176.87,115.78,18.14,12.21,203.87,4.178,0.391,23.1,0,103.97,1.03,0,normal
